Last Name,First and Middle,Area,Role,Years Served,,,,,,,,,,,,,,
Lee,Joesph E.,Duval,State House Representative: Florida,1875-1879,,,,,,,,,,,,,,
Witherspoon,George Washington,Jefferson,State House Representative: Florida,1875-1883,,,,,,,,,,,,,,
McClellan,James F.,Jackson,State House Representative: Florida,1877-1879,,,,,,,,,,,,,,
Ford,William Henry,Leon,State House Representative: Florida,1877-1879,,,,,,,,,,,,,,
Dennis,Leonard G,Alachua,State House Representative: Florida,1877-1883,,,,,,,,,,,,,,
Doughtery,Charles,Volusia,State House Representative: Florida,1877-1883,,,,,,,,,,,,,,
Grady,Henry L.,Franklin,State House Representative: Florida,1879-1881,,,,,,,,,,,,,,
Reynolds,Corley S.,Hillsborough,State House Representative: Florida,1879-1881,,,,,,,,,,,,,,
Sharpe,Wm. Hamilton,21st District,State House Representative: Florida,1879-1883,,,,,,,,,,,,,,
Hatcher,Henry H.,25th District,State House Representative: Florida,1879-1883,,,,,,,,,,,,,,
Neel,William,Liberty,State House Representative: Florida,1879-1883,,,,,,,,,,,,,,
Harris,Junius J.,Orange,State House Representative: Florida,1879-1883,,,,,,,,,,,,,,
Rush,Benjam F.,Alachua,State House Representative: Florida,1879-1885,,,,,,,,,,,,,,
Gainer,Walter R. ,Washington,State House Representative: Florida,1879-1887,,,,,,,,,,,,,,
Daniel ,William J. ,Jackson,State House Representative: Florida,1879-1893,,,,,,,,,,,,,,
Getzen,Thomas W.,Columbia,State House Representative: Florida,1881-1883,,,,,,,,,,,,,,
Moore,Walter R.,Columbia,State House Representative: Florida,1881-1883,,,,,,,,,,,,,,
Goodbeard,Thomas S.,Lafayette,State House Representative: Florida,1881-1883,,,,,,,,,,,,,,
Jenkins,Isaac,Leon,State House Representative: Florida,1881-1883,,,,,,,,,,,,,,
Whidden,John Wesley,Manatee,State House Representative: Florida,1881-1883,,,,,,,,,,,,,,
McLellan,John,Santa Rosa,State House Representative: Florida,1881-1883,,,,,,,,,,,,,,
Green ,William F.,Holmes,State House Representative: Florida,1881-1885,,,,,,,,,,,,,,
Robinson,James A.,Jackson,State House Representative: Florida,1881-1885,,,,,,,,,,,,,,
Wilkerson,Wesley Abury,Marion,State House Representative: Florida,1881-1885,,,,,,,,,,,,,,
Snow,L. E.,Sumter,State House Representative: Florida,1881-1885,,,,,,,,,,,,,,
Hankins,William D.,12th District,State House Representative: Florida,1883-1885,,,,,,,,,,,,,,
Mountien,Miles,4th District,State House Representative: Florida,1883-1885,,,,,,,,,,,,,,
Westmore,George Walter,Duval ,State House Representative: Florida,1883-1885,,,,,,,,,,,,,,
Osgood,Alfred Brown,Madison,State House Representative: Florida,1883-1885,,,,,,,,,,,,,,
Miller,Hugh E.,Marion,State House Representative: Florida,1883-1885,,,,,,,,,,,,,,
Perkins,James P.,Monroe,State House Representative: Florida,1883-1885,,,,,,,,,,,,,,
Robinson,Riley Edward,Nassau,State House Representative: Florida,1883-1885,,,,,,,,,,,,,,
Wilkinson,John,Nassau,State House Representative: Florida,1883-1885,,,,,,,,,,,,,,
McLeod,Andrew J.,Suwannee,State House Representative: Florida,1883-1885,,,,,,,,,,,,,,
Ewan,J. William,Dade,State House Representative: Florida,1885-1887,,,,,,,,,,,,,,
Gibbs,Thomas Van Renssalaer,Duval,State House Representative: Florida,1885-1887,,,,,,,,,,,,,,
Peeples,William L.,Hamilton,State House Representative: Florida,1885-1887,,,,,,,,,,,,,,
Frazier,Samuel W.,Leon,State House Representative: Florida,1885-1887,,,,,,,,,,,,,,
Snead,Clinton,Leon,State House Representative: Florida,1885-1887,,,,,,,,,,,,,,
Whidden,John Wesley,Manatee,State House Representative: Florida,1885-1887,,,,,,,,,,,,,,
Jones,George P.,Columbia,State House Representative: Florida,1887-1889,,,,,,,,,,,,,,
Rourke,John,Santa Rosa,State House Representative: Florida,1887-189,,,,,,,,,,,,,,
Hammond,Edward M.,19th District,State House Representative: Florida,1889-1891,,,,,,,,,,,,,,
Stapler,James F.,Hamilton,State House Representative: Florida,1889-1891,,,,,,,,,,,,,,
Trammell,John Washington,Polk,State House Representative: Florida,1889-1891,,,,,,,,,,,,,,
Vaughan,John Beasley,Escambia,State House Representative: Florida,1889-1893,,,,,,,,,,,,,,
Wilson,Eugenius A.,Lake,State House Representative: Florida,1889-1893,,,,,,,,,,,,,,
Layne,James MD,Manatee,State House Representative: Florida,1889-1893,,,,,,,,,,,,,,
Chine,Thomas William,Orange,State House Representative: Florida,1889-1893,,,,,,,,,,,,,,
McCaskill,Edward Van,Santa Rosa,State House Representative: Florida,1889-1893,,,,,,,,,,,,,,
Gaskins,John L. MD,Bradford,State House Representative: Florida,1889-1895,,,,,,,,,,,,,,
Gunn,William H.,Liberty,State House Representative: Florida,1889-1901,,,,,,,,,,,,,,
Yon,Francis Marion,Calhoun,State House Representative: Florida,1889-1903,,,,,,,,,,,,,,
Morgan ,John L.,Hamilton,State House Representative: Florida,1891-1893,,,,,,,,,,,,,,
Gilchrist,Albert Waller,DeSoto,State House Representative: Florida,1893-1895,,,,,,,,,,,,,,
Jennings,William Sherman,Hernando,State House Representative: Florida,1893-1895,,,,,,,,,,,,,,
Wilder,Calfrey L.,Hillsborough,State House Representative: Florida,1893-1895,,,,,,,,,,,,,,
Finlayson,William D.,Levy-Dixie,State House Representative: Florida,1893-1895,,,,,,,,,,,,,,
OIliver,Joesph S.,Osceola,State House Representative: Florida,1893-1895,,,,,,,,,,,,,,
Harp,John H.,Putnam,State House Representative: Florida,1893-1895,,,,,,,,,,,,,,
Wall,John Pinckney,Putnam,State House Representative: Florida,1893-1895,,,,,,,,,,,,,,
Zim,Lewis W.,St. Johns,State House Representative: Florida,1893-1895,,,,,,,,,,,,,,
Nelson,Goree,Sumter,State House Representative: Florida,1893-1895,,,,,,,,,,,,,,
Dees,William T.,Lafayette ,State House Representative: Florida,1893-1897,,,,,,,,,,,,,,
Wall,John Pinckney,Putnam,State House Representative: Florida,1893-1897,,,,,,,,,,,,,,
Hendry,Francis A.,Lee,State House Representative: Florida,1893-1903,,,,,,,,,,,,,,
Whidden,John Wesley,Manatee,State House Representative: Florida,1893-1903,,,,,,,,,,,,,,
Hartridge,John Earle,18th District,State House Representative: Florida,1895-1897,,,,,,,,,,,,,,
McCreary,Henry Hamilton,Alachua,State House Representative: Florida,1895-1897,,,,,,,,,,,,,,
McCall,Thomas F.,Hillsborough,State House Representative: Florida,1895-1897,,,,,,,,,,,,,,
Sloan,M. H.,Lake,State House Representative: Florida,1895-1897,,,,,,,,,,,,,,
Harris,William Hunt,Monroe,State House Representative: Florida,1895-1897,,,,,,,,,,,,,,
Whitner,Benjamin Franklin,Orange,State House Representative: Florida,1895-1897,,,,,,,,,,,,,,
Ellis,John G.,Santa Rosa,State House Representative: Florida,1895-1897,,,,,,,,,,,,,,
Thayer,William S.,Volusia,State House Representative: Florida,1895-1897,,,,,,,,,,,,,,
Lewis,Henry Hayes,Jackson,State House Representative: Florida,1897-1899,,,,,,,,,,,,,,
Rawls,Junius,Jackson,State House Representative: Florida,1897-1899,,,,,,,,,,,,,,
Pelot,John Crews MD,Manatee,State House Representative: Florida,1897-1899,,,,,,,,,,,,,,
Dyal,Burton G.,Nassau,State House Representative: Florida,1897-1899,,,,,,,,,,,,,,
Zewadski,William Kosciusko,Marion,State House Representative: Florida,1897-1901,,,,,,,,,,,,,,
Watson,John W.,Osceola,State House Representative: Florida,1897-1905,,,,,,,,,,,,,,
Wilson,William June,Clay,State House Representative: Florida,1899-1901,,,,,,,,,,,,,,
L'Engle,John C.,Duval,State House Representative: Florida,1899-1901,,,,,,,,,,,,,,
Griggs,J. F. C.,Franklin,State House Representative: Florida,1899-1901,,,,,,,,,,,,,,
Hunter,Richard H.,Hamilton,State House Representative: Florida,1899-1901,,,,,,,,,,,,,,
Parrish,M. A.,Holmes,State House Representative: Florida,1899-1901,,,,,,,,,,,,,,
Raney,George Pettus,Leon,State House Representative: Florida,1899-1901,,,,,,,,,,,,,,
Russell,E. W.,Monroe,State House Representative: Florida,1899-1901,,,,,,,,,,,,,,
McGiffin,John Girvin,Nassau,State House Representative: Florida,1899-1901,,,,,,,,,,,,,,
Palmer,W. L.,Orange,State House Representative: Florida,1899-1901,,,,,,,,,,,,,,
Jackson,William Kendrick,Citrus,State House Representative: Florida,1899-1903,,,,,,,,,,,,,,
Hopkins,Edward McLean,Leon,State House Representative: Florida,1899-1903,,,,,,,,,,,,,,
Koone,James Council Bernard,Sumter,State House Representative: Florida,1899-1903,,,,,,,,,,,,,,
Harvell,John H.,Santa Rosa,State House Representative: Florida,1899-1907,,,,,,,,,,,,,,
Rivers,J. M.,Alachua,State House Representative: Florida,1901-1903,,,,,,,,,,,,,,
Gornto ,D. M.,Bradford,State House Representative: Florida,1901-1903,,,,,,,,,,,,,,
Parrish,Crawford P.,Manatee,State House Representative: Florida,1901-1903,,,,,,,,,,,,,,
Wall,John Pinckney,Putnam,State House Representative: Florida,1901-1905,,,,,,,,,,,,,,
Smith ,Charles L.,Volusia,State House Representative: Florida,1901-1905,,,,,,,,,,,,,,
Sparkman,Thomas J.,Volusia,State House Representative: Florida,1901-1905,,,,,,,,,,,,,,
King,Graham W.,Dade,State House Representative: Florida,1903-1905,,,,,,,,,,,,,,
Gilchrist,Albert Waller,DeSoto,State House Representative: Florida,1903-1905,,,,,,,,,,,,,,
Oven,WIlliam John,Franklin,State House Representative: Florida,1903-1905,,,,,,,,,,,,,,
Smith ,John Lee,Hamilton,State House Representative: Florida,1903-1905,,,,,,,,,,,,,,
Wells,George B.,Hillsborough,State House Representative: Florida,1903-1905,,,,,,,,,,,,,,
Giardaeu,William M.,Jefferson,State House Representative: Florida,1903-1905,,,,,,,,,,,,,,
Robinson,John L. ,leon,State House Representative: Florida,1903-1905,,,,,,,,,,,,,,
Jewell,William H.,Orange,State House Representative: Florida,1903-1905,,,,,,,,,,,,,,
Johnston,John B.,Pasco,State House Representative: Florida,1903-1905,,,,,,,,,,,,,,
Floyd ,Henry Hamilton,St. Johns,State House Representative: Florida,1903-1905,,,,,,,,,,,,,,
Wilson,Chauncey S.,Hernando,State House Representative: Florida,1903-1907,,,,,,,,,,,,,,
Knowles,Charles Leon,Monroe,State House Representative: Florida,1903-1907,,,,,,,,,,,,,,
Dorman,William R.,Suwannee,State House Representative: Florida,1903-1907,,,,,,,,,,,,,,
Mathews,Eugene S.,Bradford,State House Representative: Florida,1905-1907,,,,,,,,,,,,,,
Knight,J. W. F.,Citrus,State House Representative: Florida,1905-1907,,,,,,,,,,,,,,
Melton,S. H.,Duval,State House Representative: Florida,1905-1907,,,,,,,,,,,,,,
Taylor,William L. ,Gadsden,State House Representative: Florida,1905-1907,,,,,,,,,,,,,,
Paul,Daniel J.,Holmes,State House Representative: Florida,1905-1907,,,,,,,,,,,,,,
Kirkland,S. P.,Lake,State House Representative: Florida,1905-1907,,,,,,,,,,,,,,
Wartman,Edgar Lawrence,Marion,State House Representative: Florida,1905-1907,,,,,,,,,,,,,,
Kilgore,W. G. G.,Sumter,State House Representative: Florida,1905-1907,,,,,,,,,,,,,,
Wilson,Frank J. ,Lee,State House Representative: Florida,1905-1909,,,,,,,,,,,,,,
Peaden,A. J.,Santa Rosa,State House Representative: Florida,1905-1909,,,,,,,,,,,,,,
DuPont,C. J.,St. Johns,State House Representative: Florida,1905-1909,,,,,,,,,,,,,,
Hudson,Frederick M.,13th District,State House Representative: Florida,1905-1915,,,,,,,,,,,,,,
Doke,T. A.,Alachua,State House Representative: Florida,1907-1909,,,,,,,,,,,,,,
Farris,Ion Lowndes,Duval,State House Representative: Florida,1907-1909,,,,,,,,,,,,,,
Register,L. C.,Hamilton,State House Representative: Florida,1907-1909,,,,,,,,,,,,,,
Malone,William Hiram Jr.,Monroe,State House Representative: Florida,1907-1909,,,,,,,,,,,,,,
Durrance,W. Jordan,Polk,State House Representative: Florida,1907-1909,,,,,,,,,,,,,,
McKenzie,H. A. B.,Putnam,State House Representative: Florida,1907-1909,,,,,,,,,,,,,,
Wells,A. S.,Leon,State House Representative: Florida,1907-1911,,,,,,,,,,,,,,
MacWilliams,William A.,St. Johns,State House Representative: Florida,1907-1913,,,,,,,,,,,,,,
Wall,L. D.,Bradford,State House Representative: Florida,1909-1912,,,,,,,,,,,,,,
Stewart,Rufus Blowett,Brevard,State House Representative: Florida,1909-1912,,,,,,,,,,,,,,
Sheppard,J. L.,Gadsden,State House Representative: Florida,1909-1912,,,,,,,,,,,,,,
Stringer,Fred Lykes,Hernando,State House Representative: Florida,1909-1912,,,,,,,,,,,,,,
Tidwell,J. H.,Jackson,State House Representative: Florida,1909-1912,,,,,,,,,,,,,,
Ogilvie,Abram E.,Nassau,State House Representative: Florida,1909-1912,,,,,,,,,,,,,,
Littell,Corwin Pearl,Pasco,State House Representative: Florida,1909-1912,,,,,,,,,,,,,,
McKenzie,R. L.,Washington,State House Representative: Florida,1909-1912,,,,,,,,,,,,,,
Terrell,William Glenn,Sumter,State House Representative: Florida,1909-1913,,,,,,,,,,,,,,
Light,Louis S.,Marion,State House Representative: Florida,1909-1917,,,,,,,,,,,,,,
Epperson,William Jordan,Lecy,State House Representative: Florida,1909-1919,,,,,,,,,,,,,,
Ellis,F. H.,Alachua,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Mathews,Eugene S.,Bradford,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
McClellan,Andrew Jackson,Calhoun,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Scofield,George Walter,Citrus,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Smith ,John Slater,Clay,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Rivers,L. W. A.,Columbia,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Watson,John W.,Dade,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Harper,John T.,Escambia ,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Jennings,Thomas Albert,Escambia ,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Gray,Robert Andew,Gadsden,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Jennings,Walter P.,Hamilton,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Somerville,Hugh,Hillsborough,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Reddick ,Joesph C.,Holmes,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
McClellan,James Alexander,Jefferson,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Porter,R. B.,Jefferson,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Winthrop,Francis B.,Leon,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Summer,W. A.,Liberty,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Reavers,O. K.,Manatee,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Rogers,Robert Furman,Marion,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Warren ,John M.,Monroe,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Fortner,George Richmond,Polk,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
McLeod,W. A.,Santa Rosa,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
West,Thomas Franklin,Santa Rosa,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Fee,Fred,St. Lucie,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Dorman,William R.,Suwannee,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Ward,George W.,Walton,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Floyd,Charles Henry Bourke,Franklin,State House Representative: Florida,1911-1913,,,,,,,,,,,,,,
High ,John ,Hamilton,State House Representative: Florida,1911-1913,,,,,,,,,,,,,,
Tomlin,R. R.,Hillsborough,State House Representative: Florida,1911-1913,,,,,,,,,,,,,,
Goronto ,John Mitchell,Lafayette,State House Representative: Florida,1911-1913,,,,,,,,,,,,,,
Leslie,M. L.,Madison,State House Representative: Florida,1911-1913,,,,,,,,,,,,,,
Lake,Forrest,Orange,State House Representative: Florida,1911-1913,,,,,,,,,,,,,,
Robinson,Samuel Austin,Orange,State House Representative: Florida,1911-1913,,,,,,,,,,,,,,
Middleton,William Spencer,Putnam,State House Representative: Florida,1911-1913,,,,,,,,,,,,,,
Lamb,J. P.,Suwannee,State House Representative: Florida,1911-1913,,,,,,,,,,,,,,
Hendry,Louis Asbury,Lee,State House Representative: Florida,1911-1914,,,,,,,,,,,,,,
Millinor,Robert Lee,Madison,State House Representative: Florida,1911-1915,,,,,,,,,,,,,,
Goldstein,Harry,Nassau,State House Representative: Florida,1911-1915,,,,,,,,,,,,,,
Wilson,Elijah Anderson,St. Johns,State House Representative: Florida,1911-1915,,,,,,,,,,,,,,
Hanson,J. A.,Lake,State House Representative: Florida,1911-1917,,,,,,,,,,,,,,
McKenzie,H. S.,Putnam,State House Representative: Florida,1911-1931,,,,,,,,,,,,,,
Hatcher,J. G.,Lake,State House Representative: Florida,1912-1913,,,,,,,,,,,,,,
Darnall,Marcy B. ,Monroe,State House Representative: Florida,1912-1913,,,,,,,,,,,,,,
Taylor,John Stansel,Pinellas,State House Representative: Florida,1912-1913,,,,,,,,,,,,,,
Lindsey,Benjaamin Hampton,3rd District,State House Representative: Florida,1913-1915,,,,,,,,,,,,,,
Stevens,James Elbert,Citrus,State House Representative: Florida,1913-1915,,,,,,,,,,,,,,
Prevatt ,Emory Duval,Clay,State House Representative: Florida,1913-1915,,,,,,,,,,,,,,
Martin,W. T.,Hillsborough,State House Representative: Florida,1913-1915,,,,,,,,,,,,,,
Turnbull,Theodore Tiffany,Jefferson,State House Representative: Florida,1913-1915,,,,,,,,,,,,,,
Wilson,Augustus Marion,Manatee,State House Representative: Florida,1913-1915,,,,,,,,,,,,,,
Hancock,Robert W.,Polk,State House Representative: Florida,1913-1915,,,,,,,,,,,,,,
Mapoles,William Henry,Walton,State House Representative: Florida,1913-1915,,,,,,,,,,,,,,
Langford,W. C.,DeSoto,State House Representative: Florida,1913-1917,,,,,,,,,,,,,,
Hamrick,Burrell Jones,Jefferson,State House Representative: Florida,1915-1917,,,,,,,,,,,,,,
Crosby,William J. ,Marion,State House Representative: Florida,1915-1917,,,,,,,,,,,,,,
Gomez,Arthur,Monroe,State House Representative: Florida,1915-1917,,,,,,,,,,,,,,
Robson,Wiley Reid Eason,Polk,State House Representative: Florida,1915-1917,,,,,,,,,,,,,,
Putnam,Howard Gresham,Volusia,State House Representative: Florida,1915-1917,,,,,,,,,,,,,,
Rodes,John B.,Brevard,State House Representative: Florida,1915-19178,,,,,,,,,,,,,,
Dawson,Marion L. ,Hernando,State House Representative: Florida,1915-1919,,,,,,,,,,,,,,
Wilder,George H.,Hillsborough,State House Representative: Florida,1915-1919,,,,,,,,,,,,,,
Lewis,Amos Eugene,Jackson,State House Representative: Florida,1915-1919,,,,,,,,,,,,,,
Edge,Lacy Day,Lake,State House Representative: Florida,1915-1919,,,,,,,,,,,,,,
Tilgham ,William G.,Putnam,State House Representative: Florida,1915-1919,,,,,,,,,,,,,,
Roland,Daniel Gibbs,32nd District,State House Representative: Florida,1915-1921,,,,,,,,,,,,,,
Watson,John W.,Dade,State House Representative: Florida,1917-1919,,,,,,,,,,,,,,
Futch,Eli,Alachua,State House Representative: Florida,1918-191,,,,,,,,,,,,,,
Kite,E. R. B.,Alachua,State House Representative: Florida,1918-1919,,,,,,,,,,,,,,
Priest ,Gabriel,12th District,State Senator: Florida,1845,,,,,,,,,,,,,,
Goodbeard,Adam S.,14th District,State Senator: Florida,1845,,,,,,,,,,,,,,
Forward,William A.,15th District,State Senator: Florida,1845,,,,,,,,,,,,,,
Wall,William H.,16th District,State Senator: Florida,1845,,,,,,,,,,,,,,
Mitchell,Robert A.,1st District,State Senator: Florida,1845,,,,,,,,,,,,,,
McLean,Daniel G.,2nd District,State Senator: Florida,1845,,,,,,,,,,,,,,
White,Thomas M.,3rd District,State Senator: Florida,1845,,,,,,,,,,,,,,
Porter,Joel,4th District,State Senator: Florida,1845,,,,,,,,,,,,,,
Hawkins,George Sydney,5th District,State Senator: Florida,1845,,,,,,,,,,,,,,
Kain,William A.,5th District,State Senator: Florida,1845,,,,,,,,,,,,,,
Lorimer,James H. T.,7th District,State Senator: Florida,1845,,,,,,,,,,,,,,
Mays,Dennitt H.,9th Distrcit ,State Senator: Florida,1845,,,,,,,,,,,,,,
Hart,Isaiah D.,Eastern District,State Senator: Florida,1845,,,,,,,,,,,,,,
Putnam,Benjamin Alexander,Eastern District,State Senator: Florida,1845,,,,,,,,,,,,,,
Richardson,S. B.,Middle District,State Senator: Florida,1845,,,,,,,,,,,,,,
Gilchrist,J. K.,Midle District,State Senator: Florida,1845,,,,,,,,,,,,,,
Macrae,George W.,Southern District,State Senator: Florida,1845,,,,,,,,,,,,,,
Pent ,Temple,Southern District,State Senator: Florida,1845,,,,,,,,,,,,,,
Kelly,William W. J.,Western DIstrict,State Senator: Florida,1845,,,,,,,,,,,,,,
Mays,Dennitt H.,11th Distrcit ,State Senator: Florida,1846,,,,,,,,,,,,,,
Goodbeard,Adam S.,14th District,State Senator: Florida,1846,,,,,,,,,,,,,,
Kelly,William W. J.,1st District,State Senator: Florida,1846,,,,,,,,,,,,,,
Forward,William A.,St. Johns,State Senator: Florida,1847,,,,,,,,,,,,,,
Tweed,Charles A.,2nd District,State Senator: Florida,1848,,,,,,,,,,,,,,
Taylor ,William R. ,10th District,State Senator: Florida,1850,,,,,,,,,,,,,,
Perry,Madison Starke,15th District,State Senator: Florida,1850,,,,,,,,,,,,,,
Maxwell,Augustus Emmett,8th District,State Senator: Florida,1850,,,,,,,,,,,,,,
Gonzales,Samuel Z.,1st District,State Senator: Florida,1852,,,,,,,,,,,,,,
Stewart,Henry J.,12th District,State Senator: Florida,1854,,,,,,,,,,,,,,
Myerick,John T.,4th District,State Senator: Florida,1854,,,,,,,,,,,,,,
Perry,Madison Starke,15th District,State Senator: Florida,1855,,,,,,,,,,,,,,
Tracy,Erasmus Darwin,16th District,State Senator: Florida,1856,,,,,,,,,,,,,,
Filor,James,21st District,State Senator: Florida,1856,,,,,,,,,,,,,,
Myerick,John T.,6th District,State Senator: Florida,1856,,,,,,,,,,,,,,
McBride,M. J.,9th District,State Senator: Florida,1856,,,,,,,,,,,,,,
Jones ,T.,4th District,State Senator: Florida,1858,,,,,,,,,,,,,,
Duncan,William J. J.,12th District,State Senator: Florida,1864,,,,,,,,,,,,,,
Williams ,Daniel ,1st District,State Senator: Florida,1866,,,,,,,,,,,,,,
Haynes,Melton,24th District,State Senator: Florida,1866,,,,,,,,,,,,,,
McClellan,John H.,6th District,State Senator: Florida,1866,,,,,,,,,,,,,,
Jenkins,Horatio Jr.,13th District,State Senator: Florida,1868,,,,,,,,,,,,,,
Knight,Alva A.,14th Distric,State Senator: Florida,1868,,,,,,,,,,,,,,
Goss,Jess H.,19th District,State Senator: Florida,1868,,,,,,,,,,,,,,
Wood,Dallas,4th District,State Senator: Florida,1868,,,,,,,,,,,,,,
Potter ,Hiram,1st District,State Senator: Florida,1873,,,,,,,,,,,,,,
Spearing,Samuel ,18th District,State Senator: Florida,1874,,,,,,,,,,,,,,
Howe,"Edward C,",24th District,State Senator: Florida,1874,,,,,,,,,,,,,,
Weeks,Francis M.,14th District,State Senator: Florida,1877,,,,,,,,,,,,,,
Ferguson ,Alonzo,1st District,State Senator: Florida,1877,,,,,,,,,,,,,,
Stewart,Israel M.,21st District,State Senator: Florida,1877,,,,,,,,,,,,,,
McAuley,D. N.,Taylor,State Senator: Florida,1877,,,,,,,,,,,,,,
Eagan,Dennis,10th District,State Senator: Florida,1879,,,,,,,,,,,,,,
McAuley,D. N.,12th District ,State Senator: Florida,1879,,,,,,,,,,,,,,
Hagan,F. B.,27th District,State Senator: Florida,1879,,,,,,,,,,,,,,
French,Seth,29th District,State Senator: Florida,1879,,,,,,,,,,,,,,
Genovar,F. B.,31st District,State Senator: Florida,1879,,,,,,,,,,,,,,
Jones,Evverett C.,8th District,State Senator: Florida,1879,,,,,,,,,,,,,,
Willard,T. H.,10th District,State Senator: Florida,1881,,,,,,,,,,,,,,
Hendry,John W.,12th District,State Senator: Florida,1881,,,,,,,,,,,,,,
Robinson,Adam A.,27th District,State Senator: Florida,1881,,,,,,,,,,,,,,
McKay,James,30th District,State Senator: Florida,1881,,,,,,,,,,,,,,
Pope,Frank W.,10th District,State Senator: Florida,1883,,,,,,,,,,,,,,
Greeley,Jonathon C.,18th District,State Senator: Florida,1883,,,,,,,,,,,,,,
Stripling,Joseph N.,10th District,State Senator: Florida,1885,,,,,,,,,,,,,,
Sammis,E. C.,18th District,State Senator: Florida,1885,,,,,,,,,,,,,,
Pendelton,Charles B.,24th District,State Senator: Florida,1885,,,,,,,,,,,,,,
Phillips,George B.,24th District,State Senator: Florida,1885,,,,,,,,,,,,,,
Orman,William T.,5th District,State Senator: Florida,1885,,,,,,,,,,,,,,
Stevens,C. W.,10th District,State Senator: Florida,1887,,,,,,,,,,,,,,
Kelley,P,16th district,State Senator: Florida,1887,,,,,,,,,,,,,,
Fowler,Geo P.,17th District,State Senator: Florida,1887,,,,,,,,,,,,,,
Fraser,J. M.,28th District,State Senator: Florida,1887,,,,,,,,,,,,,,
Wall,Joesph B.,30th District,State Senator: Florida,1887,,,,,,,,,,,,,,
Johnson,W. H.,31st District,State Senator: Florida,1887,,,,,,,,,,,,,,
Miller,William W. J.,4th District,State Senator: Florida,1887,,,,,,,,,,,,,,
Walker,David Shelby Jr.,8th District,State Senator: Florida,1887,,,,,,,,,,,,,,
Randell,Theodore,10th District,State Senator: Florida,1889,,,,,,,,,,,,,,
Jenkins,McPherson,12th District,State Senator: Florida,1889,,,,,,,,,,,,,,
Schumacher,James M.,18th District,State Senator: Florida,1889,,,,,,,,,,,,,,
Dunn,John Franklin,20th District,State Senator: Florida,1889,,,,,,,,,,,,,,
Hind,Thomas,26th District,State Senator: Florida,1889,,,,,,,,,,,,,,
King,Ziba,27th District,State Senator: Florida,1889,,,,,,,,,,,,,,
Parkhill,Charles B.,2nd District,State Senator: Florida,1889,,,,,,,,,,,,,,
Tuten ,Joesph Daniel ,30th District,State Senator: Florida,1889,,,,,,,,,,,,,,
Stapleton,Robert Beatty MD,4th District,State Senator: Florida,1889,,,,,,,,,,,,,,
Swearingen,Thomas F.,5th District,State Senator: Florida,1889,,,,,,,,,,,,,,
McKay,James,11th District,State Senator: Florida,1893,,,,,,,,,,,,,,
St. Clair-Abrams,Alex,23rd District ,State Senator: Florida,1893,,,,,,,,,,,,,,
Grady,John E.,5th District,State Senator: Florida,1893,,,,,,,,,,,,,,
Thompson,William Nalor,16th District,State Senator: Florida,1895,,,,,,,,,,,,,,
Weeks,W. A.,25th District,State Senator: Florida,1895,,,,,,,,,,,,,,
Hicks,Henry Clay ,5th District,State Senator: Florida,1895,,,,,,,,,,,,,,
Houston,Patrick,8th District,State Senator: Florida,1899,,,,,,,,,,,,,,
Newlan,James R.,17th District,State Senator: Florida,1905,,,,,,,,,,,,,,
Lee,George M.,23rd District,State Senator: Florida,1905,,,,,,,,,,,,,,
Trammell,Park Monroe,7th District,State Senator: Florida,1905,,,,,,,,,,,,,,
Willis,John Reddick,21st District,State Senator: Florida,1907,,,,,,,,,,,,,,
Knowles,Charles Leon,Monroe,State Senator: Florida,1909,,,,,,,,,,,,,,
Hilburn,Samuel Johnson,26th District,State Senator: Florida,1911,,,,,,,,,,,,,,
Perkins,James W.,28th District,State Senator: Florida,1911,,,,,,,,,,,,,,
Wells,Harry H.,25th District,State Senator: Florida,1912,,,,,,,,,,,,,,
Knowles,Charles Leon,Monroe,State Senator: Florida,1913,,,,,,,,,,,,,,
